key,title,release_date
2453,carpet,1981-12-26 07:35:54
2454,fighters fair,1982-07-15 00:32:40
2455,stress conditioning architects,1988-06-30 23:48:43
2456,retailer gasoline,1981-04-15 16:47:45
2457,cd inns follow views,1980-03-20 07:30:50
2458,unified corps incorporated hu,1982-06-06 03:25:40
2459,words breast,1980-09-11 20:31:49
2460,assuming outside,1980-01-24 06:07:32
2461,rss impacts,1980-02-14 00:53:50
2462,differences,1980-04-13 03:06:01
2463,cats hoping internationally manually,1981-06-20 09:56:03
2464,situation,1982-10-08 19:41:26
2465,closely administration surfing ring,1983-07-10 19:56:33
2466,defense,1984-10-28 14:23:29
2467,exception ceramic backgrounds,1980-04-26 14:40:00
2468,brand suicide,1981-07-13 23:45:49
2469,provided particles solely,1981-02-05 12:33:02
2470,slip,1981-07-23 06:19:14
2471,bad individuals heights,1985-12-29 02:08:12
2472,directories,1982-11-24 03:27:44
2473,expansion breed sofa ensures,1982-07-12 07:03:25
2474,deny else awesome,1981-03-27 12:04:53
2475,junior physician affordable terminal,1981-06-25 09:45:44
2476,ecology surveys purple picked,1980-06-18 02:07:34
2477,disputes,1980-04-29 09:10:38
2478,jun mistress,1980-01-26 01:00:44
2479,date,1980-05-15 19:55:33
2480,chain your carol,1980-09-14 03:59:47
2481,consensus maternity athletics packets,1986-02-22 21:06:06
2482,projected sue fighter,1981-06-14 12:41:22
2483,worked hayes worship rochester,1980-07-11 10:31:20
2484,gem acknowledged contemporary conservative,1981-08-28 03:44:21
2485,plains incredible steal gotta,1986-04-13 16:03:06
2486,integer representative,1982-05-17 00:18:24
2487,infrastructure monitored functionality,1981-09-29 09:30:04
2488,broadcast,1980-03-11 21:23:13
2489,than predict anyway sage,1980-09-03 19:38:11
2490,rankings,1982-06-14 21:56:34
2491,bears ve,1980-08-04 20:14:45
2492,two manufacturing,1982-01-15 21:28:37
2493,flowers,1980-08-12 09:48:36
2494,relating secrets,1981-05-10 11:26:15
2495,books stamps,1981-10-26 09:57:16
2496,testimony serial trained,1980-03-31 19:27:03
2497,true yrs place rank,1980-06-19 23:32:09
2498,href oscar,1982-01-04 11:18:37
2499,outcome saint showed,1980-04-11 20:11:45
